go .	가다 .
i wasn't scared at all .	나는 전혀 두렵지 않았습니다 .
i wasn't strong enough .	나는 충분히 강하지 않았습니다 .
i watch lots of movies .	나는 영화를 많이 본다 .
i weigh about 60 kilos .	내 몸무게는 약 60킬로그램이에요 .
i went a different way .	나는 다른 길로 갔다 .
i went for a long walk .	나는 오랫동안 산책하러 갔다 .
i went out to get help .	나는 도움을 받으러 나갔다 .
i went over the report .	나는 보고서를 검토했다 .
i went straight to bed .	나는 곧장 잠자리에 들었다 .
i went there yesterday .	나는 어제 거기에 갔다 .
i went to the hospital .	나는 병원에 갔다 .
i wholeheartedly agree .	나는 진심으로 동의합니다 .
i will be more careful .	좀 더 조심하겠습니다 .
i will be very careful .	나는 매우 조심할 것입니다 .
i will do it right now .	지금 당장 할게요 .
i will gladly help you .	기꺼이 도와드리겠습니다 .
i will not be defeated .	나는 패배하지 않을 것이다 .
i will not do it again .	다시는 안 할 거야 .
i will wait for a week .	나는 일주일 동안 기다릴 것이다 .
i wish i could do that .	내가 그렇게 할 수 있었으면 좋겠어 .
i wish i could see you .	당신을 볼 수 있으면 좋겠어요 .
i wish i were a prince .	내가 왕자였으면 좋겠어 .
i wish tom would hurry .	톰이 서둘러줬으면 좋겠어 .
i wish to go to hawaii .	나는 하와이에 가고 싶다 .
i wish to speak to tom .	톰과 통화하고 싶어요 .
i won't close the door .	나는 문을 닫지 않을 것이다 .
i won't disappoint you .	나는 당신을 실망시키지 않을 것입니다 .
i won't fail this time .	이번엔 실패하지 않을 거야 .
i wonder what happened .	무슨 일이 일어났는지 궁금해요 .
i work as a consultant .	나는 컨설턴트로 일해요 .
i worked all this week .	나 이번주 내내 일했어 .
i would like this book .	나는 이 책을 갖고 싶습니다 .
i would like to see it .	나는 그것을 보고 싶습니다 .
i would never go there .	나는 결코 거기에 가지 않을 것이다 .
i wouldn't bet on that .	나는 그것에 내기하지 않을 것입니다 .
i wouldn't count on it .	나는 그것을 믿지 않을 것입니다 .
i wouldn't go that far .	나는 그렇게 멀리 가지 않을 것이다 .
i wouldn't think of it .	나는 그것을 생각하지 않을 것입니다 .
i wrote him to ask why .	나는 그에게 이유를 묻기 위해 편지를 썼습니다 .
i'd like a little help .	나는 작은 도움을 원합니다 .
i'd like a window seat .	나는 창가 자리를 원해요 .
i'd like to be friends .	나는 친구가 되고 싶다 .
i'd like to come along .	나도 같이 가고 싶어 .
i'd like to go cycling .	나는 자전거를 타러 가고 싶어 .
i'd like to have a cat .	나는 고양이를 갖고 싶어 .
i'd like to rent a car .	차를 빌리고 싶어요 .
i'd like to replace it .	나는 그것을 교체하고 싶습니다 .
i'd like to see my son .	내 아들을 보고 싶어요 .
i'd prefer a brown one .	나는 갈색을 더 선호해요 .
i'd say you're jealous .	나는 당신이 질투한다고 말하고 싶습니다 .
i'll accept your offer .	나는 당신의 제안을 받아들이겠습니다 .
i'll be around all day .	난 하루 종일 거기 있을 거야 .
i'll be back on monday .	월요일에 돌아올게요 .
i'll be busy next week .	나는 다음 주에 바쁠 것이다 .
i'll be going with you .	나는 당신과 함께 갈 것이다 .
i'll be here on monday .	나는 월요일에 여기에 올 것이다 .
i'll be in the library .	난 도서관에 있을 거야 .
i'll be there in a sec .	나 곧 거기 갈게 .
i'll be there tomorrow .	나는 내일 거기에 갈 것이다 .
i'll bear that in mind .	그 점을 명심하겠습니다 .
i'll bring the glasses .	내가 안경 가져올게 .
i'll call tom tomorrow .	내일 톰한테 전화할게 .
i'll call the pharmacy .	내가 약국에 전화할게 .
i'll call you at seven .	일곱시에 전화할게 .
i'll check your vision .	내가 너의 시력을 확인해 볼게 .
i'll come back for you .	내가 당신을 위해 다시 올게요 .
i'll come if necessary .	필요하다면 내가 올게 .
i'll cut your head off !	네 머리를 잘라버리겠어 !
i'll do the best i can .	나는 최선을 다할 것이다 .
i'll explain the rules .	규칙을 설명하겠습니다 .
i'll fill you in later .	나중에 채워드릴게요 .
i'll go back to boston .	나는 보스턴으로 돌아갈 것이다 .
i'll handle everything .	내가 다 처리할게 .
i'll handle that later .	그건 나중에 처리하겠습니다 .
i'll have to work hard .	나는 열심히 일해야 할 것이다 .
i'll keep my eyes shut .	난 눈을 감고 있을게요 .
i'll keep that in mind .	그 점을 명심하겠습니다 .
i'll leave that to you .	그건 당신에게 맡기겠습니다 .
i'll make a phone call .	내가 전화 좀 할게 .
i'll meet him tomorrow .	내일 그 사람을 만날 거예요 .
i'll miss your cooking .	나는 당신의 요리를 그리워 할 것입니다 .
i'll never deceive you .	난 절대 당신을 속이지 않을 거예요 .
i'll never forgive him .	나는 그를 결코 용서하지 않을 것이다 .
i'll never forgive you .	나는 결코 당신을 용서하지 않을 것입니다 .
i'll put on some music .	내가 음악 좀 틀어 놓을게 .
i'll rip your head off !	내가 네 머리를 찢어버릴 거야 !
i'll see you later , ok ?	나중에 보자, 알았지 ?
i'll send you the bill .	내가 너한테 청구서를 보내줄게 .
i'll send you the link .	내가 너에게 링크를 보내줄게 .
i'll shoot both of you .	내가 너희 둘 다 쏴버릴 거야 .
i'll sign the petition .	내가 청원서에 서명할게 .
i'll start with a beer .	맥주부터 시작할게요 .
i'll study your report .	나는 당신의 보고서를 연구할 것입니다 .
i'll take a look at it .	내가 좀 살펴볼게 .
i'll take a stab at it .	내가 한번 해볼게 .
i'll take care of that .	그건 내가 처리할게 .
i'll take care of this .	이건 내가 처리할게 .
i'll take the next bus .	나는 다음 버스를 탈 거예요 .
i'll talk to you later .	나중에 얘기하자 .
i'll tell you a secret .	내가 너에게 비밀 하나를 말해주지 .
i'll tell you my story .	내 이야기를 들려줄게 .
i'll turn the power on .	내가 전원을 켜 놓을게 .
i'll wait for you here .	나는 여기서 당신을 기다릴게요 .
i'll wait here for you .	난 여기서 당신을 기다릴게요 .
i'll walk out with you .	나는 당신과 함께 나갈 것이다 .
i'll write to you soon .	곧 편지를 쓰겠습니다 .
i'm a japanese teacher .	저는 일본어 선생님이에요 .
i'm a few minutes late .	나 몇 분 늦었어 .
i'm a good taxi driver .	나는 좋은 택시 운전사입니다 .
i'm a little bit tired .	나 좀 피곤해 .
i'm a little skeptical .	나는 조금 회의적이다 .
i'm above telling lies .	나는 거짓말을 하는 것이 더 이상 아니다 .
i'm accustomed to this .	나는 이것에 익숙하다 .
i'm afraid of drowning .	나는 익사하는 것이 두렵다 .
i'm afraid of the dark .	나는 어둠이 두렵다 .
i'm allergic to gluten .	나는 글루텐에 알레르기가 있어요 .
i'm allowing you to go .	나는 당신이 갈 수 있도록 허락하겠습니다 .
i'm alone in the world .	나는 세상에서 혼자입니다 .
i'm already in trouble .	난 이미 문제에 빠졌어요 .
i'm angry at everybody .	나는 모두에게 화가 났다 .
i'm anxious to see you .	나는 당신을 보고 싶어 .
i'm applying for a job .	나는 일자리를 구하려고 해요 .
i'm ashamed of my body .	나는 내 몸이 부끄럽다 .
i'm ashamed of my past .	나는 내 과거가 부끄럽다 .
i'm asking you to stay .	나는 당신에게 머물기를 요청합니다 .
i'm at an office party .	나 사무실 파티에 있어 .
i'm at the airport now .	나 지금 공항에 있어 .
i'm aware of the facts .	나는 사실을 알고 있습니다 .
i'm aware of the risks .	나는 위험을 알고 있습니다 .
i'm being held hostage .	나는 인질로 잡혀있습니다 .
i'm busy at the moment .	나 지금은 바빠요 .
i'm coming to help you .	나는 당신을 도우러 갑니다 .
i'm completely wrecked .	난 완전히 망가졌어 .
i'm concerned about it .	나는 그것에 대해 걱정하고 있습니다 .
i'm doing this for him .	나는 그를 위해 이 일을 하고 있어요 .
i'm doing this for you .	나는 당신을 위해 이것을하고 있습니다 .
i'm done with all that .	난 다 끝났어 .
i'm fascinated by cats .	나는 고양이에 매료되었습니다 .
i'm focusing on my job .	나는 내 일에 집중하고 있어요 .
i'm getting used to it .	나는 그것에 익숙해지고 있다 .
i'm glad i invited you .	당신을 초대해서 기뻐요 .
i'm glad i left boston .	보스턴을 떠나서 기뻐요 .
i'm glad i'm not a dog .	내가 개가 아니라서 다행이야 .
i'm glad people saw it .	사람들이 그걸 봤다니 기뻐요 .
i'm glad you came over .	당신이 와줘서 기뻐요 .
i'm glad you're coming .	당신이 와줘서 기뻐요 .
i'm going to australia .	나 호주에 갈 거야 .
i'm going to take this .	나는 이것을 가져갈 것이다 .
i'm going to work hard .	나는 열심히 일할 것이다 .
i'm happy for you both .	나는 당신 둘 다 행복해요 .
i'm happy you liked it .	마음에 드셨다니 기쁘네요 .
i'm here with a friend .	나 여기 친구랑 와 있어 .
i'm honored to be here .	여기 있게 되어 영광이에요 .
i'm horrible with kids .	나는 아이들에게 끔찍하다 .
i'm hungry and thirsty .	나는 배고프고 목마르다 .
i'm in shock right now .	나 지금 충격받았어 .
i'm in the tennis club .	나는 테니스 클럽에 있어요 .
i'm just a taxi driver .	나는 단지 택시 운전사일 뿐입니다 .
i'm just not very busy .	난 별로 바쁘지 않아 .
i'm kind of sick today .	나 오늘 좀 몸이 안 좋아서 .
i'm listening to music .	나는 음악을 듣고 있어요 .
i'm living in the city .	나는 도시에 살고 있어요 .
i'm longing to see him .	나는 그를 보고 싶어 .
i'm looking for an atm .	ATM을 찾고 있어요 .
i'm looking for my dog .	나는 내 개를 찾고 있어요 .
i'm looking for my key .	나는 내 열쇠를 찾고 있어요 .
i'm looking for my pen .	나는 내 펜을 찾고 있어요 .
i'm lying on the grass .	나 풀밭에 누워 있어 .
i'm mad at both of you .	난 너희 둘 다한테 화가 났어 .
i'm more than a friend .	나는 친구 그 이상이에요 .
i'm no friend of yours .	나는 당신의 친구가 아닙니다 .
i'm no longer a rookie .	나는 더 이상 신인이 아니다 .
i'm not a professional .	나는 전문가가 아닙니다 .
i'm not all that drunk .	나 그렇게 취한 건 아닌데 .
i'm not all that smart .	난 그다지 똑똑하지 않아요 .
i'm not an early riser .	나는 일찍 일어나는 사람이 아니다 .
i'm not answering that .	나는 그것에 대답하지 않습니다 .
i'm not as busy as tom .	난 톰만큼 바쁘지 않아요 .
i'm not as fast as tom .	난 톰만큼 빠르지 않아 .
i'm not busy right now .	나 지금은 바쁘지 않아 .
i'm not counting on it .	나는 그것을 기대하지 않습니다 .
i'm not disputing that .	나는 그것에 대해 이의를 제기하지 않습니다 .
i'm not giving this up .	나는 이것을 포기하지 않을 것이다 .
i'm not going anywhere .	난 아무데도 안 갈 거야 .
i'm not good at french .	나는 프랑스어를 잘하지 못합니다 .
i'm not happy about it .	나는 그것에 대해 행복하지 않습니다 .
i'm not hitting on you .	나는 당신을 공격하지 않습니다 .
i'm not home right now .	나 지금 집에 없어 .
i'm not hungry anymore .	나 이제 배고프지 않아 .
i'm not letting you go .	난 당신을 보내지 않을 거예요 .
i'm not making that up .	내가 그런 말을 할 생각은 없어 .
i'm not nervous at all .	난 전혀 긴장하지 않아요 .
i'm not ready for this .	난 아직 준비가 안됐어 .
i'm not ready to fight .	난 싸울 준비가 안 됐어요 .
i'm not really worried .	난 별로 걱정하지 않아 .
i'm not sure i'm ready .	내가 준비가 되었는지 잘 모르겠어요 .
