go .	가다 .
i paid nothing .	나는 아무것도 지불하지 않았습니다 .
i painted that .	내가 그렸어 .
i plead guilty .	나는 유죄를 인정합니다 .
i predicted it .	나는 그것을 예측했다 .
i promised tom .	나 톰한테 약속했어 .
i quit smoking .	나는 담배를 끊었다 .
i raise cattle .	나는 소를 키운다 .
i ran upstairs .	나는 위층으로 달려갔다 .
i realize that .	나는 그것을 알고 있습니다 .
i really tried .	나는 정말로 노력했다 .
i remember her .	나는 그녀를 기억한다 .
i remember now .	나는 지금 기억한다 .
i remember you .	나는 당신을 기억합니다 .
i said get out .	내가 나가라고 했어 .
i said not now .	내가 지금은 아니라고 했어 .
i said nothing .	나는 아무 말도 하지 않았다 .
i said shut up !	내가 닥치라고 했어 !
i saw her home .	나는 그녀의 집을 보았다 .
i saw her swim .	나는 그녀가 수영하는 것을 보았다 .
i saw him jump .	나는 그가 점프하는 것을 보았다 .
i saw him once .	나는 그를 한 번 봤어요 .
i saw it first .	내가 먼저 봤어 .
i saw it on tv .	TV에서 봤어 .
i saw somebody .	나는 누군가를 보았다 .
i saw the cook .	나는 요리사를 보았다 .
i saw the file .	내가 그 파일을 봤어 .
i saw the game .	나는 그 게임을 보았다 .
i sell flowers .	나는 꽃을 팔아요 .
i serve no one .	나는 아무에게도 봉사하지 않습니다 .
i should do it .	나는 그것을 해야 한다 .
i smell coffee .	커피 냄새가 나요 .
i sneeze a lot .	재채기를 많이 해요 .
i speak french .	나는 프랑스어를 해요 .
i started that .	내가 그걸 시작했어 .
i study french .	나는 프랑스어를 공부해요 .
i study korean .	나는 한국어를 공부해요 .
i sure am cold .	나 분명 추워요 .
i sure hope so .	꼭 그랬으면 좋겠어 .
i take it back .	내가 다시 가져갈게 .
i teach french .	나는 프랑스어를 가르쳐요 .
i think we can .	내 생각엔 우리가 할 수 있을 것 같아 .
i thought hard .	나는 열심히 생각했다 .
i took her arm .	나는 그녀의 팔을 잡았다 .
i took the job .	나는 그 일을 맡았다 .
i travel light .	나는 가볍게 여행한다 .
i trusted them .	나는 그들을 믿었다 .
i turned right .	나는 우회전했다 .
i urge caution .	나는 주의를 촉구한다 .
i usually walk .	나는 보통 걷는다 .
i walked alone .	나는 혼자 걸었다 .
i want a chair .	나는 의자를 원해요 .
i want a donut .	나는 도넛을 원해요 .
i want a drink .	나는 한잔하고 싶다 .
i want a puppy .	나는 강아지를 원해요 .
i want a raise .	나는 인상을 원해요 .
i want answers .	나는 대답을 원해요 .
i want details .	나는 세부사항을 원한다 .
i want justice .	나는 정의를 원한다 .
i want revenge .	나는 복수하고 싶다 .
i want the fan .	나는 팬을 원해요 .
i want to come .	나는 오고 싶다 .
i want to help .	나는 돕고 싶다 .
i want to live .	나는 살고 싶다 .
i want to play .	나는 놀고 싶다 .
i want to quit .	나는 그만두고 싶다 .
i want to stay .	나는 머물고 싶다 .
i want to talk .	나는 이야기하고 싶다 .
i want to walk .	나는 걷고 싶다 .
i want to work .	나는 일하고 싶다 .
i wanted to go .	나는 가고 싶었다 .
i was a doctor .	나는 의사였습니다 .
i was a member .	나는 회원이었습니다 .
i was attacked .	나는 공격을 받았습니다 .
i was barefoot .	나는 맨발이었다 .
i was bluffing .	내가 허세를 부리고 있었어 .
i was captured .	나는 체포됐다 .
i was careless .	나는 부주의했다 .
i was cleaning .	나는 청소하고 있었어요 .
i was detained .	나는 구금되었습니다 .
i was grateful .	나는 감사했다 .
i was hammered .	나는 망치질을 당했다 .
i was impolite .	나는 무례했다 .
i was offended .	나는 기분이 상했다 .
i was outdoors .	나는 야외에 있었다 .
i was pardoned .	나는 용서를 받았습니다 .
i was so happy .	나는 너무 행복했다 .
i was speaking .	나는 말하고 있었다 .
i was starving .	나는 배고프다 .
i was studying .	나는 공부하고 있었어요 .
i was thinking .	나는 생각하고 있었다 .
i was too fast .	내가 너무 빨랐어요 .
i was unharmed .	나는 무사했다 .
i was upstairs .	나는 위층에 있었다 .
i was watching .	나는 보고 있었다 .
i wasn't drunk .	난 취하지 않았어 .
i wasn't hired .	나는 고용되지 않았습니다 .
i wear glasses .	나는 안경을 쓴다 .
i went fishing .	나는 낚시하러 갔다 .
i will sue you .	나는 당신을 고소할 것입니다 .
i will survive .	나는 살아남을 것이다 .
i will take it .	내가 가져갈게 .
i will testify .	내가 증언하겠습니다 .
i wish i could .	그럴 수 있었으면 좋겠어 .
i won't forget .	나는 잊지 않을 것이다 .
i won't return .	나는 돌아오지 않을 것이다 .
i work for tom .	나는 톰 밑에서 일해요 .
i wrote a memo .	나는 메모를 썼다 .
i'd be careful .	조심할게 .
i'd be honored .	나는 영광일 것이다 .
i'd like a hug .	나는 포옹을 원합니다 .
i'd rather die .	차라리 죽고 싶어 .
i'd rather not .	난 차라리 안 하고 싶어 .
i'll apologize .	사과할게 .
i'll ask later .	나중에 물어볼게 .
i'll be around .	나는 곧 있을 것이다 .
i'll be direct .	내가 직접 할게 .
i'll be honest .	솔직하게 말할게 .
i'll be inside .	난 안에 있을게 .
i'll call them .	내가 전화할게 .
i'll cancel it .	취소할게요 .
i'll come back .	나는 돌아올 것이다 .
i'll cooperate .	나는 협력할 것이다 .
i'll do it now .	지금 할게요 .
i'll get these .	내가 이걸 가져올게 .
i'll go anyway .	어쨌든 갈게요 .
i'll go change .	나 가서 갈아입을게 .
i'll go myself .	내가 직접 갈게 .
i'll guide you .	내가 안내해줄게 .
i'll handle it .	내가 처리할게 .
i'll just wait .	난 그냥 기다릴게 .
i'll manage it .	내가 처리할게 .
i'll marry you .	나는 당신과 결혼할 거예요 .
i'll need that .	그게 필요해요 .
i'll need this .	나한테는 이게 필요해 .
i'll pay later .	나중에 지불할게요 .
i'll pray hard .	열심히 기도하겠습니다 .
i'll risk that .	내가 위험을 감수하겠습니다 .
i'll scold him .	내가 그 사람을 꾸짖을 거야 .
i'll see to it .	내가 처리할게 .
i'll stay here .	난 여기 있을게요 .
i'll stay home .	난 집에 있을게 .
i'll take over .	내가 맡을게 .
i'll take that .	내가 가져갈게 .
i'll treat you .	내가 당신을 치료할 것입니다 .
i'll trust you .	나는 당신을 믿을 것이다 .
i'll try again .	다시 시도하겠습니다 .
i'll wait here .	난 여기서 기다릴게 .
i'll work hard .	나는 열심히 일할 것이다 .
i'm a canadian .	나는 캐나다 사람이에요 .
i'm a bit busy .	나 좀 바빠 .
i'm a diabetic .	나는 당뇨병 환자입니다 .
i'm a free man .	나는 자유인이다 .
i'm a freshman .	나는 신입생이에요 .
i'm a good guy .	나는 좋은 사람이다 .
i'm a minister .	나는 장관이다 .
i'm a musician .	나는 음악가입니다 .
i'm a nice guy .	나는 좋은 사람이에요 .
i'm a real man .	나는 진짜 남자 다 .
i'm a salesman .	나는 세일즈맨이에요 .
i'm afraid not .	안타깝지만…
i'm against it .	나는 그것에 반대합니다 .
i'm all thumbs .	난 완전 엄지손가락이야 .
i'm an old man .	나는 노인이다 .
i'm astonished .	나는 놀랐다 .
i'm behind him .	나는 그 뒤에 있어요 .
i'm being used .	나는 이용당하고 있어요 .
i'm contagious .	나는 전염성이 있습니다 .
i'm dead tired .	나 정말 피곤해 .
i'm dehydrated .	나는 탈수 상태야 .
i'm dependable .	나는 신뢰할 수 있습니다 .
i'm devastated .	나는 망연자실하다 .
i'm doing fine .	나는 잘 지내요 .
i'm doing well .	나는 잘 지내요 .
i'm downstairs .	나는 아래층에 있어요 .
i'm eating now .	나 지금 먹고 있어 .
i'm exercising .	나는 운동을 해요 .
i'm farsighted .	나는 원시적이다 .
i'm fascinated .	나는 매료됐다 .
i'm firing you .	난 당신을 해고 해요 .
i'm free today .	나 오늘은 시간 있어 .
i'm from kyoto .	저는 교토 출신이에요 .
i'm going back .	나는 돌아갈 것이다 .
i'm going bald .	나 대머리가 될 거야 .
i'm going home .	나는 집에 갈거야 .
i'm happy here .	나는 여기서 행복하다 .
i'm happy , too .	나도 기쁘다 .
i'm having fun .	나는 재미있다 .
i'm hungry now .	나 지금 배고파 .
i'm illiterate .	나는 문맹이다 .
i'm in the car .	나 차 안에 있어 .
i'm interested .	나는 관심이 있다 .
i'm just bored .	난 그냥 지루 해요 .
i'm just tired .	난 그냥 피곤해요 .
i'm mad at you .	너한테 화났어 .
i'm making tea .	나는 차를 만들고 있어요 .
i'm meditating .	나는 명상하고 있어요 .
i'm methodical .	나는 체계적이야 .
i'm no quitter .	난 포기하지 않아 .
i'm not a fool .	나는 바보가 아니다 .
i'm not a hero .	나는 영웅이 아니다 .
i'm not a liar .	나는 거짓말쟁이가 아닙니다 .
i'm not amused .	난 재미없어 .
i'm not asleep .	나 안 자고 있어 .
i'm not bitter .	나는 씁쓸하지 않다 .
i'm not cranky .	난 까다롭지 않아요 .
i'm not crying .	난 울지 않아요 .
i'm not guilty .	난 무죄야 .
i'm not insane .	난 제정신이 아니야 .
i'm not joking .	농담하는 게 아니야 .
i'm not lonely .	난 외롭지 않아요 .
i'm not normal .	난 정상이 아니야 .
i'm not pretty .	나는 예쁘지 않다 .
i'm not racist .	나는 인종차별주의자가 아니다 .
i'm not scared .	나는 두렵지 않다 .
i'm not skinny .	나는 마른 편이 아니다 .
i'm not sleepy .	나 안 졸려 .
i'm not so old .	난 별로 안 늙었어 .
i'm not strong .	나는 강하지 않다 .
i'm old enough .	나는 충분히 나이가 들었다 .
i'm on holiday .	나는 휴가 중이다 .
i'm one of you .	나는 당신 중 하나입니다 .
i'm optimistic .	나는 낙관적이다 .
i'm out of gas .	기름이 떨어졌어 .
i'm overweight .	나는 과체중이에요 .
i'm overworked .	나 과로했어 .
i'm prejudiced .	나는 편견을 가지고 있습니다 .
i'm rather shy .	나는 오히려 수줍음이 많다 .
i'm really old .	난 정말 늙었어 .
i'm reasonable .	나는 합리적이다 .
i'm remodeling .	나는 리모델링 중이야 .
i'm right here .	난 바로 여기 있어요 .
i'm sick of it .	난 지겨워요 .
i'm so thirsty .	너무 목마르다 .
i'm so unlucky !	난 정말 운이 좋지 않아 !
i'm speechless .	나는 말문이 막혔다 .
i'm still busy .	난 아직 바빠요 .
i'm still here .	난 아직 여기 있어요 .
i'm stuck here .	난 여기 갇혀 있어요 .
i'm successful .	나는 성공했다 .
i'm sure of it .	나는 그것을 확신한다 .
i'm the killer .	내가 살인자야 .
i'm the oldest .	나는 가장 나이가 많다 .
i'm undressing .	나 옷을 벗고 있어 .
i'm unemployed .	나는 실업자입니다 .
i'm untalented .	나는 재능이 없습니다 .
i'm used to it .	나는 그것에 익숙하다 .
i'm vegetarian .	나는 채식주의자예요 .
i'm very happy .	나는 매우 행복합니다 .
i'm very short .	나는 매우 키가 작아요 .
i'm very sorry .	정말 미안해요 .
i'm very tired .	나는 매우 피곤하다 .
i'm very upset .	나는 매우 화가 났다 .
i'm wide awake .	나 완전히 깨어났어 .
i've been busy .	나는 바빴다 .
i've done that .	내가 그랬어 .
i've forgotten .	나는 잊어버렸다 .
i've got plans .	나에겐 계획이 있어 .
i've messed up .	내가 망쳤어 .
i've remarried .	나는 재혼했어요 .
i've seen that .	나는 그것을 본 적이 있어요 .
i've upset you .	내가 당신을 화나게 했어요 .
if only i knew !	내가 알았더라면 !
is tom jealous ?	톰이 질투해요 ?
is tom working ?	톰은 일하고 있어 ?
is anyone here ?	여기 누구 있어요 ?
is anyone hurt ?	다친 사람 있어요 ?
is he american ?	그 사람 미국인이에요 ?
is he japanese ?	그 사람 일본인이에요 ?
is he sleeping ?	그 사람 자고 있어 ?
is it any good ?	괜찮나요 ?
is it credible ?	믿을 만합니까 ?
is it finished ?	끝났어 ?
is it in there ?	거기 있어 ?
is it reliable ?	믿을 수 있나요 ?
is lunch ready ?	점심은 준비됐나요 ?
is she at home ?	그 사람 집에 있어요 ?
is she married ?	그 사람 결혼했어요 ?
is that a bear ?	저거 곰이야 ?
is that a bird ?	저거 새야 ?
is that a fact ?	그게 사실인가요 ?
is that a wolf ?	저거 늑대야 ?
is that better ?	그게 더 낫지 ?
is that enough ?	그것으로 충분합니까 ?
is that for me ?	그게 나를 위한 거야 ?
is that likely ?	그럴 가능성이 있나요 ?
is that my hat ?	그거 내 모자야 ?
is that normal ?	그게 정상인가요 ?
is that so bad ?	그게 그렇게 나쁜거야 ?
is that unfair ?	그거 불공평해 ?
is this a date ?	이게 데이트야 ?
is this a joke ?	이거 농담이야 ?
is this a wine ?	이것은 와인입니까 ?
is this enough ?	이 정도면 됐지 ?
is this normal ?	이게 정상인가요 ?
isn't it black ?	검은색 아니야 ?
isn't it scary ?	무섭지 않아 ?
isn't it weird ?	이상하지 않아 ?
it all changed .	모든 것이 바뀌 었습니다 .
it didn't help .	그것은 도움이 되지 않았습니다 .
it didn't work .	작동하지 않았습니다 .
it feels silly .	그것은 어리석은 느낌입니다 .
it feels weird .	기분이 이상해요 .
it gets better .	좋아진다 .
it has to stop .	멈춰야 해 .
it is saturday .	토요일이에요 .
it is possible .	그것은 가능하다 .
it is so early .	너무 이르다 .
it is too late .	너무 늦었어요 .
it looked real .	그것은 진짜처럼 보였다 .
it makes sense .	그것은 의미가 있습니다 .
it may be true .	그것은 사실일지도 모른다 .
it smells good !	좋은 냄새야 !
it sounds easy .	쉬운 것 같아요 .
it was a dream .	그것은 꿈이었다 .
it was a fluke .	그것은 우연이었다 .
it was a rumor .	그것은 소문이었다 .
it was awesome .	정말 굉장했어요 .
it was perfect .	완벽했어요 .
it was planned .	그것은 계획된 것이었습니다 .
it was raining .	비가 내리고 있었다 .
