go .	行く 。
we always have a choice .	私たちには常に選択の余地があります 。
we appreciate your help .	ご協力に感謝いたします 。
we are a family of five .	私たちは5人家族です 。
we are a family of four .	私たちは4人家族です 。
we are free from danger .	私たちは危険から解放されています 。
we are glad to help you .	喜んでお手伝いさせていただきます 。
we are having breakfast .	私たちは朝食を食べています 。
we are studying spanish .	私たちはスペイン語を勉強しています 。
we bought a round table .	私たちは丸テーブルを買いました 。
we bought new furniture .	私たちは新しい家具を買いました 。
we can do this together .	私たちは一緒にこれを行うことができます 。
we can go to the museum .	私たちは博物館に行くことができます 。
we can open the windows .	窓を開けることができます 。
we can rest after lunch .	昼食後は休むことができます 。
we can't all be perfect .	私たち全員が完璧になることはできません 。
we can't guarantee that .	それを保証することはできません 。
we can't prove anything .	私たちは何も証明できません 。
we could've done better .	もっとうまくできたかもしれない 。
we depend on each other .	私たちはお互いに依存しています 。
we didn't find a weapon .	武器は見つかりませんでした 。
we didn't learn a thing .	私たちは何も学ばなかった 。
we didn't need to hurry .	急ぐ必要はありませんでした 。
we didn't tell you that .	私たちはそれをあなたに言いませんでした 。
we didn't think of that .	私たちはそれを考えませんでした 。
we dined at our uncle's .	私たちは叔父の家で食事をしました 。
we discussed the matter .	私たちはその問題について話し合いました 。
we discussed what to do .	私たちは何をすべきかを話し合いました 。
we do that all the time .	私たちはいつもそうしています 。
we do this all the time .	私たちは常にこれを行っています 。
we do this every monday .	これを毎週月曜日に行います 。
we don't always do that .	私たちはいつもそうするわけではありません 。
we don't even need this .	これも必要ありません 。
we don't have a problem .	問題はありません 。
we don't have any money .	私たちにはお金がありません 。
we don't have any proof .	証拠はありません 。
we don't have any sheep .	うちには羊がいません 。
we don't have the money .	私たちにはお金がありません 。
we don't live in boston .	私たちはボストンに住んでいません 。
we don't lock our doors .	私たちはドアに鍵をかけません 。
we don't want tom to go .	私たちはトムには行きたくない 。
we drove into the night .	私たちは夜に車で行きました 。
we felt the house shake .	私たちは家が揺れるのを感じました 。
we found tom's umbrella .	トムの傘を見つけました 。
we found it in the park .	公園で見つけました 。
we gave him up for dead .	私たちは彼を死んだものとして諦めました 。
we got stuck in traffic .	渋滞にはまってしまいました 。
we had a large audience .	大勢の聴衆がいらっしゃいました 。
we had a little problem .	少し問題がありました 。
we had a real good time .	本当に楽しい時間を過ごしました 。
we had a secret meeting .	私たちは秘密の会合を持ちました 。
we had a wonderful time .	素晴らしい時間を過ごしました 。
we had to react quickly .	私たちはすぐに対応しなければなりませんでした 。
we have a holiday today .	今日は休みです 。
we have a mutual friend .	私たちには共通の友人がいます 。
we have a party tonight .	今夜パーティーがあります 。
we have all the details .	詳細はすべて揃っています 。
we have come a long way .	私たちは長い道のりを歩んできました 。
we have dinner at seven .	私たちは７時に夕食をとります 。
we have no alternatives .	他に選択肢はありません 。
we have no other choice .	他に選択肢はありません 。
we have no other option .	他に選択肢はありません 。
we have no school today .	今日は学校がありません 。
we have nothing to lose .	私たちには失うものは何もありません 。
