go .	行く 。
i'd be careful .	気をつけます 。
i'd be honored .	光栄に思います 。
i'd like a hug .	ハグがしたいです 。
i'd rather die .	むしろ死んだほうがいい 。
i'd rather not .	むしろやめたほうがいいです 。
i'll apologize .	お詫び申し上げます 。
i'll ask later .	後で聞いてみます 。
i'll be around .	私はそばにいるよ 。
i'll be direct .	直接伺います 。
i'll be honest .	正直に言います 。
i'll be inside .	私は中にいます 。
i'll call them .	私は彼らに電話します 。
i'll cancel it .	キャンセルさせていただきます 。
i'll come back .	戻ってきます 。
i'll cooperate .	協力します 。
i'll do it now .	今からやります 。
i'll get these .	これらをもらいます 。
i'll go anyway .	とにかく行きます 。
i'll go change .	着替えに行きます 。
i'll go myself .	私は自分で行きます 。
i'll guide you .	私が案内します 。
i'll handle it .	私が対応します 。
i'll just wait .	ただ待ちます 。
i'll manage it .	私がなんとかします 。
i'll marry you .	あなたと結婚します 。
i'll need that .	それが必要です 。
i'll need this .	これが必要です 。
i'll pay later .	後で支払います 。
i'll pray hard .	一生懸命祈ります 。
i'll risk that .	私はその危険を冒すつもりだ 。
i'll scold him .	私は彼を叱ります 。
i'll see to it .	やってみます 。
i'll stay here .	ここにいます 。
i'll stay home .	家にいます 。
i'll take over .	私が引き継ぎます 。
i'll take that .	それを受け取ります 。
i'll treat you .	治療します 。
i'll trust you .	私はあなたを信頼します 。
i'll try again .	もう一度試してみます 。
i'll wait here .	ここで待っています 。
i'll work hard .	頑張ります 。
i'm a canadian .	私はカナダ人です 。
i'm a bit busy .	少し忙しいです 。
i'm a diabetic .	私は糖尿病です 。
i'm a free man .	私は自由人です 。
i'm a freshman .	私は新入生です 。
i'm a good guy .	私は良い奴だ 。
i'm a minister .	私は大臣です 。
i'm a musician .	私はミュージシャンです 。
i'm a nice guy .	私はいい奴だよ 。
i'm a real man .	私は本物の男です 。
i'm a salesman .	私はセールスマンです 。
i'm afraid not .	そうではないと思います 。
i'm against it .	私はそれに反対です 。
i'm all thumbs .	私はすべて親指です 。
i'm an old man .	私は老人です 。
i'm astonished .	びっくりしました 。
i'm behind him .	私は彼の後ろにいます 。
i'm being used .	私は利用されています 。
i'm contagious .	私は伝染性です 。
i'm dead tired .	死ぬほど疲れた 。
i'm dehydrated .	脱水症状です 。
i'm dependable .	私は頼りになります 。
i'm devastated .	私は打ちのめされました 。
i'm doing fine .	私は元気です 。
i'm doing well .	私は元気です 。
i'm downstairs .	私は階下にいます 。
i'm eating now .	今食べています 。
i'm exercising .	私は運動しています 。
i'm farsighted .	遠視です 。
i'm fascinated .	私は魅了されています 。
i'm firing you .	あなたを解雇します 。
i'm free today .	今日は暇です 。
i'm from kyoto .	私は京都から来ました 。
i'm going back .	帰ります 。
i'm going bald .	ハゲるよ 。
i'm going home .	家に帰ります 。
i'm happy here .	私はここで幸せです 。
i'm happy , too .	私も嬉しいです 。
i'm having fun .	楽しんでます 。
i'm hungry now .	私は今お腹が空いています 。
i'm illiterate .	私は文盲です 。
i'm in the car .	車にいます 。
i'm interested .	興味があります 。
i'm just bored .	ただ退屈しているだけだ 。
i'm just tired .	ただ疲れているだけです 。
i'm mad at you .	私はあなたに怒っています 。
i'm making tea .	お茶を作っています 。
i'm meditating .	私は瞑想しています 。
i'm methodical .	私は几帳面です 。
i'm no quitter .	私は辞めたわけではない 。
i'm not a fool .	私は愚か者ではありません 。
i'm not a hero .	私はヒーローではありません 。
i'm not a liar .	私は嘘つきではありません 。
i'm not amused .	面白くないよ 。
i'm not asleep .	眠っていません 。
i'm not bitter .	私は苦くないです 。
i'm not cranky .	私は不機嫌ではありません 。
i'm not crying .	泣いてないよ 。
i'm not guilty .	私は無罪です 。
i'm not insane .	私は正気ではありません 。
i'm not joking .	冗談じゃないよ 。
i'm not lonely .	私は孤独ではありません 。
i'm not normal .	私は普通ではありません 。
i'm not pretty .	私は可愛くない 。
i'm not racist .	私は人種差別主義者ではありません 。
i'm not scared .	怖くないよ 。
i'm not skinny .	私は痩せていません 。
i'm not sleepy .	眠くないよ 。
i'm not so old .	私はそんなに年老いていない 。
i'm not strong .	私は強くない 。
i'm old enough .	私はもう十分な年齢です 。
i'm on holiday .	私は休暇中です 。
i'm one of you .	私もあなたの一人です 。
i'm optimistic .	私は楽観的です 。
i'm out of gas .	ガス欠です 。
i'm overweight .	私は太りすぎです 。
i'm overworked .	私は過労です 。
i'm prejudiced .	私は偏見を持っています 。
i'm rather shy .	私はかなり恥ずかしがり屋です 。
i'm really old .	私は本当に年をとりました 。
i'm reasonable .	私は合理的です 。
i'm remodeling .	改造中です 。
i'm right here .	私はここにいます 。
i'm sick of it .	もううんざりです 。
i'm so thirsty .	喉が渇いた 。
i'm so unlucky !	私は本当に不運です ！
i'm speechless .	言葉が出ない 。
i'm still busy .	私はまだ忙しいです 。
i'm still here .	私はまだここにいます 。
i'm stuck here .	私はここで立ち往生しています 。
i'm successful .	私は成功しました 。
i'm sure of it .	私はそれを確信しています 。
i'm the killer .	私が殺人者です 。
i'm the oldest .	私が最年長です 。
i'm undressing .	私は服を脱いでいます 。
i'm unemployed .	私は失業中です 。
i'm untalented .	私には才能がない 。
i'm used to it .	私はそれに慣れています 。
i'm vegetarian .	私はベジタリアンです 。
i'm very happy .	とても嬉しいです 。
i'm very short .	私はとても背が低いです 。
i'm very sorry .	大変申し訳ございません 。
i'm very tired .	とても疲れています 。
i'm very upset .	とても動揺しています 。
i'm wide awake .	すっかり目が覚めました 。
i've been busy .	忙しかったです 。
i've done that .	私はそれをやりました 。
