go .	行く 。
i'm trying to imagine that .	私はそれを想像しようとしています 。
i'm trying to learn french .	私はフランス語を学ぼうとしています 。
i'm trying to quit smoking .	私は禁煙しようとしています 。
i'm very ashamed of myself .	私は自分自身をとても恥ずかしいと思っています 。
i'm very excited and happy .	とても興奮していて幸せです 。
i'm very sleepy today , too .	今日もとても眠いです 。
i'm very sorry that i lied .	嘘をついて本当にごめんなさい 。
i'm very worried about you .	私はあなたのことがとても心配です 。
i'm well aware of the risk .	私はそのリスクをよく知っています 。
i'm working for mcdonald's .	私はマクドナルドで働いています 。
i'm worried about the baby .	赤ちゃんのことが心配です 。
i've already spoken to tom .	私はすでにトムと話しました 。
i've already told tom that .	私はすでにトムにそのことを伝えました 。
i've always liked antiques .	私は昔からアンティークが好きでした 。
i've always liked baseball .	私はいつも野球が好きでした 。
i've been dying to see him .	彼に会いたくてたまらなかった 。
i've been dying to see you .	あなたに会いたくてたまりませんでした 。
i've been here for a while .	しばらくここにいます 。
i've been here for an hour .	私はここに一時間います 。
i've been shopping all day .	私は一日中買い物をしています 。
i've been very busy lately .	最近とても忙しいです 。
i've been very lucky today .	今日はとても幸運でした 。
i've changed my mind again .	また気が変わりました 。
i've come here to help you .	あなたを助けるためにここに来ました 。
i've done research on this .	私はこれについて調査しました 。
i've done that all my life .	私はこれまでの人生でずっとそうしてきました 。
i've forgotten my password .	パスワードを忘れてしまいました 。
i've forgotten your number .	あなたの番号を忘れてしまいました 。
i've got a meeting at 2:30 .	Error 504 (Server Error)!!1504.That’s an error.There was an error. Please try again later.That’s all we know .
i've got a meeting at 2:30 .	2時半に会議があるんだ 。
i've got a ton of homework .	Error 504 (Server Error)!!1504.That’s an error.There was an error. Please try again later.That’s all we know .
i've got everything i want .	私は欲しいものはすべて持っています 。
i've got lots of questions .	たくさん質問があります 。
i've got news for you , tom .	ニュースがあるよ、トム 。
i've got no reason to stay .	ここに留まる理由がない 。
i've got nothing to report .	報告することは何もない 。
i've got plenty of friends .	私にはたくさんの友達がいます 。
i've got some chores to do .	やるべきことがあります 。
i've got something for you .	あなたに何か持ってきました 。
i've got to catch some z's .	zをいくつか捕まえなければなりません 。
i've had a good day so far .	ここまでは良い一日を過ごせました 。
i've heard a lot about you .	あなたのことはよく聞いています 。
i've heard all this before .	これはすべて前に聞いたことがあります 。
i've heard that many times .	それは何度も聞きました 。
i've just been to the bank .	たった今銀行に行ってきたところです 。
i've just finished my work .	仕事が終わったところです 。
i've just finished packing .	ちょうど梱包を終えたところです 。
i've just seen the results .	結果を見ました 。
i've locked the front door .	玄関のドアに鍵をかけました 。
i've lost interest in golf .	ゴルフに興味を失ってしまいました 。
i've made so many mistakes .	私はたくさんの間違いを犯してきました 。
i've made up my mind to go .	行く決心をしました 。
i've missed another chance .	またチャンスを逃してしまいました 。
i've missed out on so much .	たくさんのものを見逃してしまった 。
